id,comuna,n,date,address,address2,empty_address,lat,lon,aprox,region,zoom
325,San Antonio,4,3/30/2020,"San Antonio, Region de Valparaiso, Chile","San+Antonio,+Region+de+Valparaiso,+Chile",0,-33.5922807,-71.6055123,0,Valparaiso,11
326,San Felipe,2,3/29/2020,"San Felipe, Region de Valparaiso, Chile","San+Felipe,+Region+de+Valparaiso,+Chile",0,-32.75,-70.7208115,1,Valparaiso,11
327,San Felipe,2,3/30/2020,"San Felipe, Region de Valparaiso, Chile","San+Felipe,+Region+de+Valparaiso,+Chile",0,-32.75,-70.7208115,1,Valparaiso,11
328,Santa Maria,2,3/30/2020,"Santa Maria, Region de Valparaiso, Chile","Santa+Maria,+Region+de+Valparaiso,+Chile",0,-32.7502654,-70.6658292,0,Valparaiso,11
329,Santo Domingo,1,3/29/2020,"Santo Domingo, Region de Valparaiso, Chile","Santo+Domingo,+Region+de+Valparaiso,+Chile",0,-33.635833,-71.628056,1,Valparaiso,11
330,Santo Domingo,1,3/30/2020,"Santo Domingo, Region de Valparaiso, Chile","Santo+Domingo,+Region+de+Valparaiso,+Chile",0,-33.635833,-71.628056,1,Valparaiso,11
331,Valparaiso,16,3/29/2020,"Valparaiso, Region de Valparaiso, Chile","Valparaiso,+Region+de+Valparaiso,+Chile",0,-33.047238,-71.6126885,0,Valparaiso,11
332,Valparaiso,26,3/30/2020,"Valparaiso, Region de Valparaiso, Chile","Valparaiso,+Region+de+Valparaiso,+Chile",0,-33.047238,-71.6126885,0,Valparaiso,11
333,Villa Alemana,6,3/29/2020,"Villa Alemana, Region de Valparaiso, Chile","Villa+Alemana,+Region+de+Valparaiso,+Chile",0,-33.0495006,-71.374603,0,Valparaiso,11
334,Villa Alemana,8,3/30/2020,"Villa Alemana, Region de Valparaiso, Chile","Villa+Alemana,+Region+de+Valparaiso,+Chile",0,-33.0495006,-71.374603,0,Valparaiso,11
335,Vina del Mar,29,3/29/2020,"Vina del Mar, Region de Valparaiso, Chile","Vina+del+Mar,+Region+de+Valparaiso,+Chile",0,-33.0153481,-71.5500276,0,Valparaiso,11
336,Vina del Mar,38,3/30/2020,"Vina del Mar, Region de Valparaiso, Chile","Vina+del+Mar,+Region+de+Valparaiso,+Chile",0,-33.0153481,-71.5500276,0,Valparaiso,11
337,Antofagasta,44,4/2/2020,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,-23.6509279,-70.3975022,0,Antofagasta,12
338,Calama,5,4/2/2020,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,-22.4543923,-68.9293819,0,Antofagasta,12
339,San Pedro de Atacama,3,4/2/2020,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,-22.9087073,-68.1997156,1,Antofagasta,12
340,Tocopilla,2,4/2/2020,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,-22.0857976,-70.1930064,1,Antofagasta,12
341,Angol,12,4/2/2020,"Angol, Region de la Araucania, Chile","Angol,+Region+de+la+Araucania,+Chile",0,-37.8060734,-72.7038047,0,Araucania,10
342,Carahue,1,4/2/2020,"Carahue, Region de la Araucania, Chile","Carahue,+Region+de+la+Araucania,+Chile",0,-38.7088593,-73.1678812,1,Araucania,10
343,Cholchol,2,4/2/2020,"Cholchol, Region de la Araucania, Chile","Cholchol,+Region+de+la+Araucania,+Chile",0,-38.6005906,-72.8411406,1,Araucania,10
344,Curarrehue,1,4/2/2020,"Curarrehue, Region de la Araucania, Chile","Curarrehue,+Region+de+la+Araucania,+Chile",0,-39.3616465,-71.5890276,1,Araucania,10
345,Freire,5,4/2/2020,"Freire, Region de la Araucania, Chile","Freire,+Region+de+la+Araucania,+Chile",0,-38.9573,-72.6269289,0,Araucania,10
346,Galvarino,1,4/2/2020,"Galvarino, Region de la Araucania, Chile","Galvarino,+Region+de+la+Araucania,+Chile",0,-38.4088593,-72.7821187,1,Araucania,10
347,Gorbea,7,4/2/2020,"Gorbea, Region de la Araucania, Chile","Gorbea,+Region+de+la+Araucania,+Chile",0,-39.1005597,-72.67636,0,Araucania,10
348,Lautaro,10,4/2/2020,"Lautaro, Region de la Araucania, Chile","Lautaro,+Region+de+la+Araucania,+Chile",0,-38.5084312,-72.4541343,0,Araucania,10
349,Loncoche,4,4/2/2020,"Loncoche, Region de la Araucania, Chile","Loncoche,+Region+de+la+Araucania,+Chile",0,-39.3681199,-72.6315127,0,Araucania,10
,Nueva Imperial,11,4/2/2020,"Nueva Imperial, Region de la Araucania, Chile","Nueva+Imperial,+Region+de+la+Araucania,+Chile",0,-38.7445042,-72.9569829,0,Araucania,10
136,Padre las Casas,33,4/2/2020,"Padre las Casas, Region de la Araucania, Chile","Padre+las+Casas,+Region+de+la+Araucania,+Chile",0,-38.7682352,-72.5989708,0,Araucania,10
141,Perquenco,1,4/2/2020,"Perquenco, Region de la Araucania, Chile","Perquenco,+Region+de+la+Araucania,+Chile",0,-38.4161093,-72.3756218,1,Araucania,10
137,Pitrufquen,7,4/2/2020,"Pitrufquen, Region de la Araucania, Chile","Pitrufquen,+Region+de+la+Araucania,+Chile",0,-38.9833,-72.6417312,0,Araucania,10
150,Pucon,3,4/2/2020,"Pucon, Region de la Araucania, Chile","Pucon,+Region+de+la+Araucania,+Chile",0,-39.2722541,-71.9776285,1,Araucania,10
138,Temuco,293,4/2/2020,"Temuco, Region de la Araucania, Chile","Temuco,+Region+de+la+Araucania,+Chile",0,-38.7359018,-72.5903739,0,Araucania,10
152,Teodoro Schmidt,4,4/2/2020,"Teodoro Schmidt, Region de la Araucania, Chile","Teodoro+Schmidt,+Region+de+la+Araucania,+Chile",0,-38.9991669,-73.1030517,0,Araucania,10
147,Tolten,4,4/2/2020,"Tolten, Region de la Araucania, Chile","Tolten,+Region+de+la+Araucania,+Chile",0,-39.1769265,-73.1681231,0,Araucania,10
139,Victoria,11,4/2/2020,"Victoria, Region de la Araucania, Chile","Victoria,+Region+de+la+Araucania,+Chile",0,-38.2326538,-72.3515084,0,Araucania,10
140,Vilcun,11,4/2/2020,"Vilcun, Region de la Araucania, Chile","Vilcun,+Region+de+la+Araucania,+Chile",0,-38.6677187,-72.2244406,0,Araucania,10
149,Villarrica,6,4/2/2020,"Villarrica, Region de la Araucania, Chile","Villarrica,+Region+de+la+Araucania,+Chile",0,-39.2820124,-72.2307798,0,Araucania,10
48,Arica,12,4/2/2020,"Arica, Region de Arica y Parinacota, Chile","Arica,+Region+de+Arica+y+Parinacota,+Chile",0,-18.4782534,-70.3125988,0,Arica y Parinacota,12
56,Copiapo,4,4/2/2020,"Copiapo, Region de Atacama, Chile","Copiapo,+Region+de+Atacama,+Chile",0,-27.3665763,-70.3321587,0,Atacama,12
55,Diego de Almagro,1,4/2/2020,"Diego de Almagro, Region de Atacama, Chile","Diego+de+Almagro,+Region+de+Atacama,+Chile",0,-26.3902488,-70.0475302,0,Atacama,12
173,Aysen,4,4/2/2020,"Aysen, Region de Aysen, Chile","Aysen,+Region+de+Aysen,+Chile",0,-45.4020839,-72.7055361,0,Aysen,9
172,Coyhaique,2,4/2/2020,"Coyhaique, Region de Aysen, Chile","Coyhaique,+Region+de+Aysen,+Chile",0,-45.5712254,-72.068265,0,Aysen,9
132,Alto Biobio,3,4/2/2020,"Alto Biobio, Region del Biobio, Chile","Alto+Biobio,+Region+del+Biobio,+Chile",0,-38.05,-71.316667,1,Biobio,10
127,Arauco,6,4/2/2020,"Arauco, Region del Biobio, Chile","Arauco,+Region+del+Biobio,+Chile",0,-37.2457765,-73.3166644,0,Biobio,10
117,Chiguayante,26,4/2/2020,"Chiguayante, Region del Biobio, Chile","Chiguayante,+Region+del+Biobio,+Chile",0,-36.9532201,-73.0173901,0,Biobio,10
119,Concepcion,53,4/2/2020,"Concepcion, Region del Biobio, Chile","Concepcion,+Region+del+Biobio,+Chile",0,-36.8201352,-73.0443904,0,Biobio,10
118,Coronel,12,4/2/2020,"Coronel, Region del Biobio, Chile","Coronel,+Region+del+Biobio,+Chile",0,-36.9895025,-73.2273081,0,Biobio,10
133,Curanilahue,2,4/2/2020,"Curanilahue, Region del Biobio, Chile","Curanilahue,+Region+del+Biobio,+Chile",0,-37.4762252,-73.3508791,1,Biobio,10
125,Hualpen,50,4/2/2020,"Hualpen, Region del Biobio, Chile","Hualpen,+Region+del+Biobio,+Chile",0,-36.7866757,-73.1099531,0,Biobio,10
126,Hualqui,1,4/2/2020,"Hualqui, Region del Biobio, Chile","Hualqui,+Region+del+Biobio,+Chile",0,-36.9737875,-72.9368437,1,Biobio,10
129,Laja,2,4/2/2020,"Laja, Region del Biobio, Chile","Laja,+Region+del+Biobio,+Chile",0,-37.271425,-72.7194906,1,Biobio,10
120,Los Angeles,12,4/2/2020,"Los Angeles, Region del Biobio, Chile","Los+Angeles,+Region+del+Biobio,+Chile",0,-37.4629159,-72.3612251,0,Biobio,10
130,Mulchen,5,4/2/2020,"Mulchen, Region del Biobio, Chile","Mulchen,+Region+del+Biobio,+Chile",0,-37.7178812,-72.2374343,0,Biobio,10
128,Nacimiento,3,4/2/2020,"Nacimiento, Region del Biobio, Chile","Nacimiento,+Region+del+Biobio,+Chile",0,-37.5059062,-72.6737875,1,Biobio,10
121,San Pedro de la Paz,56,4/2/2020,"San Pedro de la Paz, Region del Biobio, Chile","San+Pedro+de+la+Paz,+Region+del+Biobio,+Chile",0,-36.8305354,-73.1167368,0,Biobio,10
131,Santa Barbara,3,4/2/2020,"Santa Barbara, Region del Biobio, Chile","Santa+Barbara,+Region+del+Biobio,+Chile",0,-37.6667,-72.0167,1,Biobio,10
124,Talcahuano,29,4/2/2020,"Talcahuano, Region del Biobio, Chile","Talcahuano,+Region+del+Biobio,+Chile",0,-36.7247834,-73.1169808,0,Biobio,10
122,Tome,9,4/2/2020,"Tome, Region del Biobio, Chile","Tome,+Region+del+Biobio,+Chile",0,-36.6131562,-72.9588593,0,Biobio,10
123,Yumbel,5,4/2/2020,"Yumbel, Region del Biobio, Chile","Yumbel,+Region+del+Biobio,+Chile",0,-37.0833,-72.5667,0,Biobio,10
57,Coquimbo,19,4/2/2020,"Coquimbo, Region de Coquimbo, Chile","Coquimbo,+Region+de+Coquimbo,+Chile",0,-29.9590009,-71.3389183,0,Coquimbo,10
59,La Serena,8,4/2/2020,"La Serena, Region de Coquimbo, Chile","La+Serena,+Region+de+Coquimbo,+Chile",0,-29.9026691,-71.2519374,0,Coquimbo,10
62,Los Vilos,1,4/2/2020,"Los Vilos, Region de Coquimbo, Chile","Los+Vilos,+Region+de+Coquimbo,+Chile",0,-31.9121865,-71.5112017,0,Coquimbo,10
58,Ovalle,4,4/2/2020,"Ovalle, Region de Coquimbo, Chile","Ovalle,+Region+de+Coquimbo,+Chile",0,-30.604304,-71.1969882,0,Coquimbo,10
60,Rio Hurtado,1,4/2/2020,"Rio Hurtado, Region de Coquimbo, Chile","Rio+Hurtado,+Region+de+Coquimbo,+Chile",0,-30.266667,-70.666667,1,Coquimbo,10
61,Salamanca,1,4/2/2020,"Salamanca, Region de Coquimbo, Chile","Salamanca,+Region+de+Coquimbo,+Chile",0,-31.782493,-70.9607105,1,Coquimbo,10
160,Calbuco,5,4/2/2020,"Calbuco, Region de los Lagos, Chile","Calbuco,+Region+de+los+Lagos,+Chile",0,-41.7720156,-73.1327093,0,Los Lagos,9
171,Castro,1,4/2/2020,"Castro, Region de los Lagos, Chile","Castro,+Region+de+los+Lagos,+Chile",0,-42.4801402,-73.7624137,1,Los Lagos,9
169,Hualaiuhue,1,4/2/2020,"Hualaiuhue, Region de los Lagos, Chile","Hualaiuhue,+Region+de+los+Lagos,+Chile",0,-42.1,-72.416667,1,Los Lagos,9
167,Los Muermos,1,4/2/2020,"Los Muermos, Region de los Lagos, Chile","Los+Muermos,+Region+de+los+Lagos,+Chile",0,-41.3994093,-73.4649905,1,Los Lagos,9
161,Osorno,163,4/2/2020,"Osorno, Region de los Lagos, Chile","Osorno,+Region+de+los+Lagos,+Chile",0,-40.5761897,-73.1149469,0,Los Lagos,9
162,Puerto Montt,25,4/2/2020,"Puerto Montt, Region de los Lagos, Chile","Puerto+Montt,+Region+de+los+Lagos,+Chile",0,-41.468917,-72.9411364,0,Los Lagos,9
165,Puerto Octay,1,4/2/2020,"Puerto Octay, Region de los Lagos, Chile","Puerto+Octay,+Region+de+los+Lagos,+Chile",0,-40.9768373,-72.8819616,1,Los Lagos,9
166,Puerto Varas,1,4/2/2020,"Puerto Varas, Region de los Lagos, Chile","Puerto+Varas,+Region+de+los+Lagos,+Chile",0,-41.3167,-72.9833,1,Los Lagos,9
,Purranque,5,4/2/2020,"Purranque, Region de los Lagos, Chile","Purranque,+Region+de+los+Lagos,+Chile",0,-40.9084141,-73.1748641,0,Los Lagos,9
164,Puyehue,1,4/2/2020,"Puyehue, Region de los Lagos, Chile","Puyehue,+Region+de+los+Lagos,+Chile",0,-40.6833658,-72.6015589,1,Los Lagos,9
170,Quinchao,1,4/2/2020,"Quinchao, Region de los Lagos, Chile","Quinchao,+Region+de+los+Lagos,+Chile",0,-42.5381325,-73.4187729,1,Los Lagos,9
163,San Pablo,1,4/2/2020,"San Pablo, Region de los Lagos, Chile","San+Pablo,+Region+de+los+Lagos,+Chile",0,-40.4124926,-73.0124926,1,Los Lagos,9
155,Futrono,2,4/2/2020,"Futrono, Region de los Rios, Chile","Futrono,+Region+de+los+Rios,+Chile",0,-40.1245239,-72.3896044,1,Los Rios,9
158,La Union,10,4/2/2020,"La Union, Region de los Rios, Chile","La+Union,+Region+de+los+Rios,+Chile",0,-40.2952749,-73.079328,0,Los Rios,9
154,Lanco,2,4/2/2020,"Lanco, Region de los Rios, Chile","Lanco,+Region+de+los+Rios,+Chile",0,-39.4510021,-72.7883715,1,Los Rios,9
157,Mafil,2,4/2/2020,"Mafil, Region de los Rios, Chile","Mafil,+Region+de+los+Rios,+Chile",0,-39.6648976,-72.9571573,1,Los Rios,9
156,Paillaco,2,4/2/2020,"Paillaco, Region de los Rios, Chile","Paillaco,+Region+de+los+Rios,+Chile",0,-40.0719058,-72.8792485,1,Los Rios,9
159,Rio Bueno,1,4/2/2020,"Rio Bueno, Region de los Rios, Chile","Rio+Bueno,+Region+de+los+Rios,+Chile",0,-40.3313422,-72.9485366,1,Los Rios,9
153,Valdivia,47,4/2/2020,"Valdivia, Region de los Rios, Chile","Valdivia,+Region+de+los+Rios,+Chile",0,-39.8335811,-73.215417,0,Los Rios,9
174,Cabo de Hornos,6,4/2/2020,"Cabo de Hornos, Region de Magallanes, Chile","Cabo+de+Hornos,+Region+de+Magallanes,+Chile",0,-54.933333,-67.616667,0,Magallanes,7
176,Natales,5,4/2/2020,"Natales, Region de Magallanes, Chile","Natales,+Region+de+Magallanes,+Chile",0,-51.733333,-72.516667,0,Magallanes,7
175,Punta Arenas,143,4/2/2020,"Punta Arenas, Region de Magallanes, Chile","Punta+Arenas,+Region+de+Magallanes,+Chile",0,-53.1638329,-70.9170683,0,Magallanes,7
101,Cauquenes,2,4/2/2020,"Cauquenes, Region del Maule, Chile","Cauquenes,+Region+del+Maule,+Chile",0,-35.9676285,-72.3222331,1,Maule,10
103,Colbun,4,4/2/2020,"Colbun, Region del Maule, Chile","Colbun,+Region+del+Maule,+Chile",0,-35.699248,-71.4146915,0,Maule,10
92,Curico,11,4/2/2020,"Curico, Region del Maule, Chile","Curico,+Region+del+Maule,+Chile",0,-34.9779853,-71.2528803,0,Maule,10
93,Linares,10,4/2/2020,"Linares, Region del Maule, Chile","Linares,+Region+del+Maule,+Chile",0,-35.846407,-71.5996137,0,Maule,10
102,Longavi,1,4/2/2020,"Longavi, Region del Maule, Chile","Longavi,+Region+del+Maule,+Chile",0,-35.9636265,-71.6831251,1,Maule,10
99,Maule,2,4/2/2020,"Maule, Region del Maule, Chile","Maule,+Region+del+Maule,+Chile",0,-35.5163603,-71.5723953,1,Maule,10
97,Molina,2,4/2/2020,"Molina, Region del Maule, Chile","Molina,+Region+del+Maule,+Chile",0,-35.1164987,-71.2829759,1,Maule,10
94,Parral,4,4/2/2020,"Parral, Region del Maule, Chile","Parral,+Region+del+Maule,+Chile",0,-36.1406484,-71.8227528,0,Maule,10
100,Pelluhue,2,4/2/2020,"Pelluhue, Region del Maule, Chile","Pelluhue,+Region+del+Maule,+Chile",0,-35.8141512,-72.5749979,1,Maule,10
,Rauco,1,4/2/2020,"Rauco, Region del Maule, Chile","Rauco,+Region+del+Maule,+Chile",0,-34.9251155,-71.3234265,1,Maule,10
98,Rio Claro,1,4/2/2020,"Rio Claro, Region del Maule, Chile","Rio+Claro,+Region+del+Maule,+Chile",0,-35.2808267,-71.2599507,1,Maule,10
96,Romeral,1,4/2/2020,"Romeral, Region del Maule, Chile","Romeral,+Region+del+Maule,+Chile",0,-34.933333,-71.316667,1,Maule,10
104,San Javier,1,4/2/2020,"San Javier, Region del Maule, Chile","San+Javier,+Region+del+Maule,+Chile",0,-35.595683,-71.7411256,1,Maule,10
,San Rafael,1,4/2/2020,"San Rafael, Region del Maule, Chile","San+Rafael,+Region+del+Maule,+Chile",0,-35.3074391,-71.5322534,1,Maule,10
95,Talca,42,4/2/2020,"Talca, Region del Maule, Chile","Talca,+Region+del+Maule,+Chile",0,-35.4232444,-71.6484804,0,Maule,10
1,Buin,14,4/2/2020,"Buin, Region Metropolitana, Chile","Buin,+Region+Metropolitana,+Chile",0,-33.7313897,-70.742431,0,Metropolitana,10
2,Calera de Tango,7,4/2/2020,"Calera de Tango, Region Metropolitana, Chile","Calera+de+Tango,+Region+Metropolitana,+Chile",0,-33.6291031,-70.7686968,0,Metropolitana,10
3,Cerrillos,4,4/2/2020,"Cerrillos, Region Metropolitana, Chile","Cerrillos,+Region+Metropolitana,+Chile",0,-33.5022166,-70.7476042,0,Metropolitana,10
4,Cerro Navia,26,4/2/2020,"Cerro Navia, Region Metropolitana, Chile","Cerro+Navia,+Region+Metropolitana,+Chile",0,-33.4218958,-70.7404531,0,Metropolitana,10
5,Colina,47,4/2/2020,"Colina, Region Metropolitana, Chile","Colina,+Region+Metropolitana,+Chile",0,-33.2045451,-70.6759654,0,Metropolitana,10
6,Conchali,22,4/2/2020,"Conchali, Region Metropolitana, Chile","Conchali,+Region+Metropolitana,+Chile",0,-33.3846893,-70.6800213,0,Metropolitana,10
7,Curacavi,5,4/2/2020,"Curacavi, Region Metropolitana, Chile","Curacavi,+Region+Metropolitana,+Chile",0,-33.4009037,-71.1267263,0,Metropolitana,10
8,El Bosque,35,4/2/2020,"El Bosque, Region Metropolitana, Chile","El+Bosque,+Region+Metropolitana,+Chile",0,-33.5589761,-70.6787503,0,Metropolitana,10
45,El Monte,3,4/2/2020,"El Monte, Region Metropolitana, Chile","El+Monte,+Region+Metropolitana,+Chile",0,-33.6815281,-70.9853968,1,Metropolitana,10
9,Estacion Central,25,4/2/2020,"Estacion Central, Region Metropolitana, Chile","Estacion+Central,+Region+Metropolitana,+Chile",0,-33.4619178,-70.6985099,0,Metropolitana,10
10,Huechuraba,22,4/2/2020,"Huechuraba, Region Metropolitana, Chile","Huechuraba,+Region+Metropolitana,+Chile",0,-33.3742128,-70.6367425,0,Metropolitana,10
11,Independencia,22,4/2/2020,"Independencia, Region Metropolitana, Chile","Independencia,+Region+Metropolitana,+Chile",0,-33.4155974,-70.6642603,0,Metropolitana,10
12,La Cisterna,12,4/2/2020,"La Cisterna, Region Metropolitana, Chile","La+Cisterna,+Region+Metropolitana,+Chile",0,-33.5264495,-70.6613511,0,Metropolitana,10
13,La Florida,67,4/2/2020,"La Florida, Region Metropolitana, Chile","La+Florida,+Region+Metropolitana,+Chile",0,-33.5226882,-70.5987142,0,Metropolitana,10
14,La Granja,16,4/2/2020,"La Granja, Region Metropolitana, Chile","La+Granja,+Region+Metropolitana,+Chile",0,-33.5377931,-70.620678,0,Metropolitana,10
,La Pintana,13,4/2/2020,"La Pintana, Region Metropolitana, Chile","La+Pintana,+Region+Metropolitana,+Chile",0,-33.5914602,-70.6733361,0,Metropolitana,10
15,La Reina,30,4/2/2020,"La Reina, Region Metropolitana, Chile","La+Reina,+Region+Metropolitana,+Chile",0,-33.4411269,-70.5340591,0,Metropolitana,10
16,Lampa,13,4/2/2020,"Lampa, Region Metropolitana, Chile","Lampa,+Region+Metropolitana,+Chile",0,-33.2827093,-70.879328,0,Metropolitana,10
17,Las Condes,224,4/2/2020,"Las Condes, Region Metropolitana, Chile","Las+Condes,+Region+Metropolitana,+Chile",0,-33.4079424,-70.5451063,0,Metropolitana,10
18,Lo Barnechea,85,4/2/2020,"Lo Barnechea, Region Metropolitana, Chile","Lo+Barnechea,+Region+Metropolitana,+Chile",0,-33.352669,-70.518517,0,Metropolitana,10
19,Lo Espejo,9,4/2/2020,"Lo Espejo, Region Metropolitana, Chile","Lo+Espejo,+Region+Metropolitana,+Chile",0,-33.5220498,-70.690565,0,Metropolitana,10
20,Lo Prado,20,4/2/2020,"Lo Prado, Region Metropolitana, Chile","Lo+Prado,+Region+Metropolitana,+Chile",0,-33.4442688,-70.7233493,0,Metropolitana,10
21,Macul,23,4/2/2020,"Macul, Region Metropolitana, Chile","Macul,+Region+Metropolitana,+Chile",0,-33.4851471,-70.5992005,0,Metropolitana,10
22,Maipu,64,4/2/2020,"Maipu, Region Metropolitana, Chile","Maipu,+Region+Metropolitana,+Chile",0,-33.5105866,-70.7572607,0,Metropolitana,10
23,Melipilla,9,4/2/2020,"Melipilla, Region Metropolitana, Chile","Melipilla,+Region+Metropolitana,+Chile",0,-33.6858668,-71.2180485,0,Metropolitana,10
24,Nunoa,93,4/2/2020,"Nunoa, Region Metropolitana, Chile","Nunoa,+Region+Metropolitana,+Chile",0,-33.4566678,-70.5978415,0,Metropolitana,10
25,Padre Hurtado,14,4/2/2020,"Padre Hurtado, Region Metropolitana, Chile","Padre+Hurtado,+Region+Metropolitana,+Chile",0,-33.5695362,-70.8156717,0,Metropolitana,10
44,Paine,3,4/2/2020,"Paine, Region Metropolitana, Chile","Paine,+Region+Metropolitana,+Chile",0,-33.8086235,-70.7392929,1,Metropolitana,10
26,Pedro Aguirre Cerda,13,4/2/2020,"Pedro Aguirre Cerda, Region Metropolitana, Chile","Pedro+Aguirre+Cerda,+Region+Metropolitana,+Chile",0,-33.4940901,-70.6765026,0,Metropolitana,10
27,Penaflor,13,4/2/2020,"Penaflor, Region Metropolitana, Chile","Penaflor,+Region+Metropolitana,+Chile",0,-33.6060255,-70.8781837,0,Metropolitana,10
28,Penalolen,54,4/2/2020,"Penalolen, Region Metropolitana, Chile","Penalolen,+Region+Metropolitana,+Chile",0,-33.4719116,-70.5627854,0,Metropolitana,10
47,Pirque,3,4/2/2020,"Pirque, Region Metropolitana, Chile","Pirque,+Region+Metropolitana,+Chile",0,-33.7251289,-70.6651227,1,Metropolitana,10
29,Providencia,94,4/2/2020,"Providencia, Region Metropolitana, Chile","Providencia,+Region+Metropolitana,+Chile",0,-33.4314474,-70.6093325,0,Metropolitana,10
30,Pudahuel,32,4/2/2020,"Pudahuel, Region Metropolitana, Chile","Pudahuel,+Region+Metropolitana,+Chile",0,-33.4421135,-70.7640644,0,Metropolitana,10
31,Puente Alto,76,4/2/2020,"Puente Alto, Region Metropolitana, Chile","Puente+Alto,+Region+Metropolitana,+Chile",0,-33.6186082,-70.5906057,0,Metropolitana,10
32,Quilicura,33,4/2/2020,"Quilicura, Region Metropolitana, Chile","Quilicura,+Region+Metropolitana,+Chile",0,-33.3576747,-70.7292718,0,Metropolitana,10
33,Quinta Normal,35,4/2/2020,"Quinta Normal, Region Metropolitana, Chile","Quinta+Normal,+Region+Metropolitana,+Chile",0,-33.4317378,-70.6923917,0,Metropolitana,10
34,Recoleta,32,4/2/2020,"Recoleta, Region Metropolitana, Chile","Recoleta,+Region+Metropolitana,+Chile",0,-33.4061916,-70.6336176,0,Metropolitana,10
35,Renca,18,4/2/2020,"Renca, Region Metropolitana, Chile","Renca,+Region+Metropolitana,+Chile",0,-33.4063601,-70.7279965,0,Metropolitana,10
36,San Bernardo,53,4/2/2020,"San Bernardo, Region Metropolitana, Chile","San+Bernardo,+Region+Metropolitana,+Chile",0,-33.5854485,-70.6987361,0,Metropolitana,10
37,San Joaquin,28,4/2/2020,"San Joaquin, Region Metropolitana, Chile","San+Joaquin,+Region+Metropolitana,+Chile",0,-33.496202,-70.6283361,0,Metropolitana,10
43,San Jose de Maipo,3,4/2/2020,"San Jose de Maipo, Region Metropolitana, Chile","San+Jose+de+Maipo,+Region+Metropolitana,+Chile",0,-33.643169,-70.345207,1,Metropolitana,10
38,San Miguel,39,4/2/2020,"San Miguel, Region Metropolitana, Chile","San+Miguel,+Region+Metropolitana,+Chile",0,-33.4923545,-70.651797,0,Metropolitana,10
39,San Ramon,9,4/2/2020,"San Ramon, Region Metropolitana, Chile","San+Ramon,+Region+Metropolitana,+Chile",0,-33.5377228,-70.6605006,0,Metropolitana,10
40,Santiago,173,4/2/2020,"Santiago, Region Metropolitana, Chile","Santiago,+Region+Metropolitana,+Chile",0,-33.4375545,-70.6504896,0,Metropolitana,10
46,Talagante,6,4/2/2020,"Talagante, Region Metropolitana, Chile","Talagante,+Region+Metropolitana,+Chile",0,-33.6625182,-70.9249706,0,Metropolitana,10
42,Tiltil,3,4/2/2020,"Tiltil, Region Metropolitana, Chile","Tiltil,+Region+Metropolitana,+Chile",0,-33.0838906,-70.9279843,1,Metropolitana,10
41,Vitacura,100,4/2/2020,"Vitacura, Region Metropolitana, Chile","Vitacura,+Region+Metropolitana,+Chile",0,-33.3905211,-70.5724124,0,Metropolitana,10
105,Bulnes,32,4/2/2020,"Bulnes, Region de Nuble, Chile","Bulnes,+Region+de+Nuble,+Chile",0,-36.7421593,-72.3017718,0,Nuble,10
106,Chillan,240,4/2/2020,"Chillan, Region de Nuble, Chile","Chillan,+Region+de+Nuble,+Chile",0,-36.6062618,-72.1023351,0,Nuble,10
107,Chillan Viejo,26,4/2/2020,"Chillan Viejo, Region de Nuble, Chile","Chillan+Viejo,+Region+de+Nuble,+Chile",0,-36.6291031,-72.1397968,0,Nuble,10
112,Colhueco,3,4/2/2020,"Colhueco, Region de Nuble, Chile","Colhueco,+Region+de+Nuble,+Chile",0,-36.6291031,-71.8327093,1,Nuble,10
114,El Carmen,3,4/2/2020,"El Carmen, Region de Nuble, Chile","El+Carmen,+Region+de+Nuble,+Chile",0,-36.9,-72.0333,1,Nuble,10
113,Pinto,6,4/2/2020,"Pinto, Region de Nuble, Chile","Pinto,+Region+de+Nuble,+Chile",0,-36.7,-71.8940937,0,Nuble,10
108,Quillon,15,4/2/2020,"Quillon, Region de Nuble, Chile","Quillon,+Region+de+Nuble,+Chile",0,-36.7338906,-72.4602031,0,Nuble,10
,Ranquil,5,4/2/2020,"Ranquil, Region de Nuble, Chile","Ranquil,+Region+de+Nuble,+Chile",0,-36.652548,-72.606051,0,Nuble,10
109,San Carlos,13,4/2/2020,"San Carlos, Region de Nuble, Chile","San+Carlos,+Region+de+Nuble,+Chile",0,-36.4229711,-71.9646398,0,Nuble,10
111,San Fabian,6,4/2/2020,"San Fabian, Region de Nuble, Chile","San+Fabian,+Region+de+Nuble,+Chile",0,-36.55,-71.55,0,Nuble,10
115,San Ignacio,2,4/2/2020,"San Ignacio, Region de Nuble, Chile","San+Ignacio,+Region+de+Nuble,+Chile",0,-36.533333,-72.433333,1,Nuble,10
110,San Nicolas,4,4/2/2020,"San Nicolas, Region de Nuble, Chile","San+Nicolas,+Region+de+Nuble,+Chile",0,-36.5,-72.2167,0,Nuble,10
